key,english,korean,italian,russian,spanish,french,german,turkish,japanese,pt
defence record exist,There are defensive record. Come fight back to regain the resource.,방어 기록이 존재합니다. 반격하여 자원을 되찾아오세요.,Sono presenti registri di difesa. Torna a combattere per riprenderti le risorse.,"Есть запись обороны. Возвращайтесь к битве, чтобы вернуть ресурсы.",Hay registro defensivo. Vuelve lucha para recuperar el recurso.,Il y a bilan défensif. Revenez de combat pour retrouver la ressource.,Es gibt eine Defensive. Schlage zurück um deine Resourcen zurück zu erlangen.,Savunma kaydın var. Kaynaklarını almak için karşı saldırı yap.,防衛記録があります。反撃して資源を取り戻しましょう。,Existem registros defensivos. Venha lutar para recuperar o recurso.
tip0,"If you double-tap a soldier, you can select all the same kind of soldiers.",유닛을 두 번 탭하면 동일한 모든 유닛을 선택할 수 있습니다.,"Se clicchi due volte su un soldato, potrai selezionare tutti i soldati dello stesso tipo.","Если вы дважды нажмёте на одного из солдат, то выберутся все похожие.","Presiona dos veces un soldado, podrás seleccionar a todos los de su tipo.",Appuyez deux fois sur un soldat pour selectionner tout ceux du même type.,Tippe doppelt auf einen Soldaten um alle gleicher Art auszuwählen.,"Eğer bir askere çift tıklarsanız, o asker türünün hepsini seçersiniz.",ユニットを２回タップすると同類のユニットすべてを選択することが可能です。,"se fizer duplo click num soldado, ira selecionar todos do mesmo tipo."
gold reached max,Upgrade the castle to store more gold.,더 많은 금을 저장하기 위해 성 업그레이드가 필요합니다.,Potenzia il castello per immagazzinare più oro.,"Улучшите замок, чтобы хранить больше золота.",MEJORA el CASTILLO para guardar mas ORO.,Améliorez le château pour stocker plus d'or.,Baue deine Burg aus um mehr Gold zu lagern.,Daha fazla altın depolamak için kaleyi yükseltin.,ゴールドを保存するには、城のアップグレードが必要です。,atualize o castelo para armazenar mais ouro
tree reached max,Upgrade the castle to store more lumber.,더 많은 목재를 저장하기 위해 성을 업그레이드가 필요합니다.,Potenzia il castello per immagazzinare più legna.,"Улучшите замок, чтобы хранить больше древесины.",MEJORA el CASTILLO para guardar mas MADERA.,Améliorez le château pour stocker plus de bois.,Baue deine Burg aus um mehr Holz zu lagern.,Daha fazla odun depolamak için kaleyi yükseltin.,木材を保存するには、城のアップグレードが必要です。,atualize o castelo para armazenar mais madeira
banned description,"Hacking or abusing has been detected. Your account will be banned. If you had any question, send email to sachoi1103@gmail.com",해킹 또는 어뷰징이 발견되었습니다. 접속이 제한 됩니다. 이견이 있다면 sachoi1103@gmail.com로 이메일을 보내주세요.,"Sono state rilevate attività di hacking. Il tuo account verrà bannato. Se hai qualche domanda, manda una mail a sachoi1103@gmail.com",Обнаружен взлом/модификация! Ваш аккаунт будет забанен. По всем вопросам пишите по-английски на sachoi1103@gmail.com,¡SE HAN DETECTADO HACKS/TRUCOS! Tu cuenta será baneado/a. ¿Preguntas? Mandale un correo a sachoi1103@gmail.com,"Triche détectée. Votre compte sera banni. Pour toute question, envoyez un email à sachoi1103@gmail.com",Dein Account wurde wegen Hackings gesperrt. Bei Fragen schicke eine Email ansachoi1103@gmail.com,"Hile algılandı. Hesabınız yasaklanacak. Eğer herhangi bir sorunuz varsa, sachoi1103@gmail.com 'a e-posta gönderin.",ハッキングが発覚しました。アカウントがロックされます。,"Se hacking ou abuso for detetado. Sua conta será banida. Se tiver alguma dúvida, envie um email para sachoi1103@gmail.com"
battle tutorial 0,Welcome to the battle mode.,전투 모드에 오신 것을 환영합니다.,Benvenuto nella modalità battaglia.,Добро пожаловать в режим битв.,¡Bienvenido al modo batalla!,Bienvenue dans le mode bataille,Willkommen in dem Kampfmodus.,Savaş moduna hoşgeldiniz.,バトルモードへようこそ,bem vindo ao modo de batalha
battle tutorial 1,You can collect gold from the mine. It produces gold automatically. So don't forget to visit and collect gold.,당신은 광산에서 금을 수집 할 수 있습니다. 자동으로 금을 생산하고 있습니다. 그래서 방문하여 수집 금하는 것을 잊지 마세요.,Puoi raccogliere l'oro dalla miniera. L'oro viene prodotto in automatico. Quindi non dimenticarti di tornare a raccoglierlo.,"Вы можете собирать золото из шахты. Оно добывается автоматически, так что не забывайте заглядывать туда для сбора добычи.",Puedes recolectar ORO en la MINA. Produce ORO automaticamente. ¡Visitala y recolecta ORO de vez en cuando!,Vous pouvez obtenir de l'or en minant. La mine produit de l'or automatiquement. N'oubliez pas de venir le récupérer.,"Du kannst automatisch Gold aus der Mine abbauen. Jedoch musst du dieses noch einsammeln, also nicht vergssen.","Madenden altın elde edebilirsin. maden, otomatik olarak altın üretir. Bu yüzden, ziyaret etmeyi ve altın toplamayı ihmal etme.",鉱山でゴールドを採掘することができます。オートでゴールドを生産しているので、鉱山を訪ねてゴールドを獲得しましょう。,"Pode recolher ouro na mina. Ela produz ouro automaticamente. Portanto, não se esqueça de visitar e recolher o ouro."
battle tutorial 2,You can collect lumber by cutting the trees. Build a lumber mill for more lumber.,당신은 나무를 절단하여 목재를 수집 할 수 있습니다. 더 목재에 대한 목재 공장을 구축 할 수 있습니다.,Puoi raccogliere la legna tagliando gli alberi. Costrusici un mulino del legno per facilitare la raccolta del legno.,"Вы можете собирать древесину, вырубая деревья. Постройте лесопилку для большей добычи ресурсов.",Recoge MADERA cortando los ARBOLES. Construye un ASERRADERO para mas MADERA.,Vous pouvez récolter du bois en coupant des arbres. Consruisez une scierie pour stocker plus de bois.,"Du kannst Holz sammlen, indem du diese fällst. Baue ein Sägewerk für mehr Holz.",Ağaçları keserek odun toplayabilirsin. Daha fazla odun için kereste fabrikası inşaa et.,木を切って木材を獲得することができます。そして木材工場を建設するとさらに多くの木材を獲得することができます。,Pode coletar madeira abatendo as árvores. Construa uma serraria para obter mais madeira.
battle tutorial 3,"If you have enough resources, then build Barracks to hire soldiers.","당신이 충분한 자원을 가지고 있다면, 군인을 고용하는 병영을 구축 할 수 있습니다.","Se hai abbastanza risorse, costruisci una Caserma per ingaggiare i soldati.","При достаточном количестве ресурсов вы можете строить Казармы, чтобы нанимать солдат.","Si tienes los suficientes recursos, construye CUARTELES para contratar SOLDADOS","Pour recruter des soldats, construisez des casernes avec les ressources nécessaires.","Wenn du genügend Ressourcen hast, baue eine Kaserne um Soldaten anzuwerben.","Eğer yeterli kaynağın varsa, asker almak için Kışla inşa et.",十分な資源を持っているなら、兵士を雇用できる兵舎を構築することができます。,"Se tiver recursos suficientes, construa quartéis para contratar soldados."
battle tutorial 4,Hire and upgrade your soldiers in Barracks.,대여 및 병영에서 병사를 업그레이드합니다.,Ingaggia e potenzia i tuoi soldati nella Caserma.,В Казармах можно нанимать и улучшать солдат.,Contrata y mejora tus soldados en los CUARTELES.,Recrutez et améliorez vos soldats dans les casernes.,In den Kasernen kannst du Soldaten anwerben und fortbilden.,Kışladan asker al ve onları geliştir.,兵舎で兵士を雇い、アップグレードしてください。,Contrate e melhore seus soldados no quartel.
battle tutorial 5,Visit the shop. You will see what you can build.,가게를 방문하십시오. 당신은 당신이 만들 수있는 것을 볼 수 있습니다.,Visita il negozio. Potrai vedere tutto ciò che puoi costruire.,"Заглядывайте в магазин. Вы увидите, что можно построить.",Visita la TIENDA. Podrás ver lo que puedes construir.,Visitez le magasin pour voir les bâtiments que vous pouvez construire.,Besuche den Shop und sieh dir an welche Gebäude du bauen kannst.,Dükkanı ziyaret et. Neleri inşa edebileceğini göreceksin.,ショップを訪ねてください。作れるアイテムを確認することができます。,Visite a loja. Verá o que pode construir.
battle tutorial 6,You should build as many buildings as possible. It will be useful.,당신은 가능한 한 많은 건물로 건설해야한다. 그것은 도움이 될 것입니다.,Puoi costruire tutti le costruzioni che vuoi. Ti tornerà utile.,"Чем больше построенных зданий, тем больше пользы.",¡Construye todos los edificios que puedas! Será útil.,"Vous devriez construire le plus de bâtiments possible, ils seront très utiles.",Es ist hilfreich so viele Gebäude wie möglich zu bauen.,Mümkün olduğu kadar çok bina inşa etmelisin. Bu kullanışlı olur.,できる限り建築してください。今後役に立ちます。,Deve construir tantos edifícios quanto possível. Será útil.
battle tutorial 7,You can move building by dragging. But you cannot move trees.,당신은 드래그하여 건물을 이동할 수 있습니다. 하지만 당신은 나무를 이동할 수 없습니다.,Puoi spostare le costruzioni ma non gli alberi.,"Перемещайте постройки, перетаскивая их. Но двигать деревья нельзя.",ARRASTRA un EDIFICIO para MOVERLO. Pero no puedes MOVER los ARBOLES.,Vous pouvez déplacer les bâtiments en les faisant glisser. Il est impossible de déplacer les arbres.,"Du kannst Gebäude durch ziehen verschieben, Bäume jedoch nicht.","Binaları sürükleyerek hareket ettirebilirsin. Ancak, ağaçları hareket ettiremezsin.",スワイプして建物を移動させることができます。しかし、木を移動させることはできません。,pode mover a edifícios arrastando-os. Não pode mover árvores.
battle tutorial 8,Other players can attack your village. And they can steal your resources.,다른 플레이어는 마을을 공격 할 수있다. 그리고 그들은 자원을 훔칠 수 있습니다.,Gli altri giocatori possono attaccare il tuo villaggio. Inoltre possono rubarti le risorse.,"Другие игроки могут атаковать вашу деревню, при этом похищая ресурсы.","OTROS JUGADORES pueden ATACAR su ALDEA, y pueden ROBAR sus RECURSOS",D'autres joueurs peuvent attaquer votre village et voler vos ressources.,Andere Spieler können dein Dorf angreifen und deine Resourcen plündern.,"Diğer oyuncular senin şehrine saldırabilir. Ayrıca, kaynaklarını da çalabilirler.",他ユーザーから攻撃を受けることもあります。そして彼らは資源を盗むことができます。,Outros jogadores podem atacar sua aldeia. E eles podem roubar seus recursos.
battle tutorial 9,Shield will protect your resouces from stealing.,쉴드는 도둑질에서 당신의 자산 및 자원을 안전하게 보호 할 수 있습니다.,Lo scudo proteggerà le tue risorse dagli avversari.,Щит защитит ваши ресурсы от кражи.,El ESCUDO protegerá a tus RECURSOS para que no se los ROBEN.,Le bouclier vous protègera de la perte de ressources.,Das Schild verhindert das Plündern von Resourcen.,"Kalkan, kaynaklarını çalınmalarına karşı koruyacaktır.",シールドは、あなたの資産と資源を、他ユーザーの侵略から安全に守ってくれます。,O escudo protegerá seus recursos de roubo.
