key,english,korean,italian,russian,spanish,french,german,turkish,japanese,pt
stage1_3_3,"General, the river is not marked on the map.",장군님 지도에는 강이 표시되어 있지 않습니다.,"In generale, il fiume non è segnalato sulla mappa.","В целом, река на карте не обозначена.","General, el río no está marcado en el mapa.","En général, la rivière n'est pas indiquée sur la carte.","Allgemein, der Fluss ist auf der Karte nicht eingezeichnet.","Genel olarak, nehir haritada işaretlenmemiş.",将軍の地図には川が表示されていません。,"General, o rio não está marcado no mapa."
stage1_3_4,Is it made recently?,최근에 만들어진건가?,È stato prodotto di recente?,Он был изготовлен недавно?,¿Es de fabricación reciente?,Est-ce un produit récent ?,Ist es neueren Datums?,Yakın zamanda mı üretildi?,最近作られたのか？,Foi fabricado recentemente?
stage1_3_5,if...,혹시...,Se...,если...,si...,si...,Wenn...,eğer...,もし...,se...
stage1_3_6,"(yl) First, we start oil drilling!",(yl)우선 석유 시추를 시작한다!,"(yl) Per prima cosa, iniziamo le trivellazioni petrolifere!",(yl) Сначала начнём бурение нефтяных скварок!,"(yl) ¡Primero, comenzamos a perforar pozos petroleros!","(yl) Tout d'abord, nous commençons le forage pétrolier !",(yl) Zuerst beginnen wir mit den Ölbohrungen!,(yl) İlk olarak petrol sondajına başlıyoruz!,（yl）まず石油掘削を始める！,"(yl) Primeiro, começamos a perfuração de petróleo!"
stage1_3_7,(yl) Yes!,(yl)예!,(yl) Sì!,(ил) Да!,(yl) ¡Sí!,(yl) Oui !,(yl) Ja!,(yl) Evet!,（yl）はい！,(yl) Sim!
stage1_3_8,Hmm. This should be enough.,음. 이 정도면 충분하겠지.,Hmm. Dovrebbe bastare.,Хм. Этого должно быть достаточно.,Hmm. Esto debería ser suficiente.,Hmm. Cela devrait suffire.,Hmm. Das sollte genügen.,Hmm. Bu kadarı yeterli olmalı.,まあ。この程度で十分だろう。,Hum. Isso deve ser suficiente.
stage1_3_9,Now move to where Noah's army is. (yell),이제 노아의 군대가 있는 곳으로 이동한다.(yell),Ora dirigetevi verso il luogo dove si trova l'esercito di Noè. (urlate),"Теперь двигайтесь туда, где находится войско Ноя. (кричите)",Ahora diríjanse hacia donde está el ejército de Noé. (gritar),"Maintenant, dirigez-vous vers l'armée de Noé. (Criez !)","Begebt euch nun dorthin, wo sich Noahs Armee befindet. (schreit)",Şimdi Nuh'un ordusunun bulunduğu yere gidin. (bağırın),今、ノアの軍隊がある場所に移動します（yell）,"Agora, movam-se para onde está o exército de Noé. (grito)"
stage1_4_0,Why is there a river here?,여기에 왠 강이 있지?,Perché c'è un fiume qui?,Почему здесь река?,¿Por qué hay un río aquí?,Pourquoi y a-t-il une rivière ici ?,Warum gibt es hier einen Fluss?,Burada neden bir nehir var?,ここに何の川がありますか？,Por que existe um rio aqui?
stage1_4_1,Why is there a river here?,여기에 왠 강이 있지?,Perché c'è un fiume qui?,Почему здесь река?,¿Por qué hay un río aquí?,Pourquoi y a-t-il une rivière ici ?,Warum gibt es hier einen Fluss?,Burada neden bir nehir var?,ここに何の川がありますか？,Por que existe um rio aqui?
stage1_4_2,Why is there a river here?,여기에 왠 강이 있지?,Perché c'è un fiume qui?,Почему здесь река?,¿Por qué hay un río aquí?,Pourquoi y a-t-il une rivière ici ?,Warum gibt es hier einen Fluss?,Burada neden bir nehir var?,ここに何の川がありますか？,Por que existe um rio aqui?
stage1_4_3,Why is there a river here?,여기에 왠 강이 있지?,Perché c'è un fiume qui?,Почему здесь река?,¿Por qué hay un río aquí?,Pourquoi y a-t-il une rivière ici ?,Warum gibt es hier einen Fluss?,Burada neden bir nehir var?,ここに何の川がありますか？,Por que existe um rio aqui?
stage1_4_4,Why is there a river here?,여기에 왠 강이 있지?,Perché c'è un fiume qui?,Почему здесь река?,¿Por qué hay un río aquí?,Pourquoi y a-t-il une rivière ici ?,Warum gibt es hier einen Fluss?,Burada neden bir nehir var?,ここに何の川がありますか？,Por que existe um rio aqui?
stage1_4_5,Why is there a river here?,여기에 왠 강이 있지?,Perché c'è un fiume qui?,Почему здесь река?,¿Por qué hay un río aquí?,Pourquoi y a-t-il une rivière ici ?,Warum gibt es hier einen Fluss?,Burada neden bir nehir var?,ここに何の川がありますか？,Por que existe um rio aqui?
stage1_4_6,Why is there a river here?,여기에 왠 강이 있지?,Perché c'è un fiume qui?,Почему здесь река?,¿Por qué hay un río aquí?,Pourquoi y a-t-il une rivière ici ?,Warum gibt es hier einen Fluss?,Burada neden bir nehir var?,ここに何の川がありますか？,Por que existe um rio aqui?
stage1_4_7,Why is there a river here?,여기에 왠 강이 있지?,Perché c'è un fiume qui?,Почему здесь река?,¿Por qué hay un río aquí?,Pourquoi y a-t-il une rivière ici ?,Warum gibt es hier einen Fluss?,Burada neden bir nehir var?,ここに何の川がありますか？,Por que existe um rio aqui?
stage1_4_8,Why is there a river here?,여기에 왠 강이 있지?,Perché c'è un fiume qui?,Почему здесь река?,¿Por qué hay un río aquí?,Pourquoi y a-t-il une rivière ici ?,Warum gibt es hier einen Fluss?,Burada neden bir nehir var?,ここに何の川がありますか？,Por que existe um rio aqui?
stage1_4_9,Why is there a river here?,여기에 왠 강이 있지?,Perché c'è un fiume qui?,Почему здесь река?,¿Por qué hay un río aquí?,Pourquoi y a-t-il une rivière ici ?,Warum gibt es hier einen Fluss?,Burada neden bir nehir var?,ここに何の川がありますか？,Por que existe um rio aqui?
stage title 0_0,Noah's Journey,노아의 여정,Il viaggio di Noè,Путешествие Ноя,El viaje de Noé,Le voyage de Noé,Noahs Reise,Nuh'un Yolculuğu,ノアの旅,A Jornada de Noé
stage title 0_1,Unjust order,부당한 명령,Ordine ingiusto,Несправедливый приказ,Orden injusta,Ordre injuste,Ungerechte Anordnung,Haksız emir,不当なコマンド,Ordem injusta
stage title 0_2,unexpected resources,뜻밖의 자원,risorse inaspettate,неожиданные ресурсы,recursos inesperados,ressources inattendues,unerwartete Ressourcen,beklenmedik kaynaklar,意外なリソース,recursos inesperados
stage title 0_3,amphibious operation,상륙 작전,operazione anfibia,десантная операция,operación anfibia,opération amphibie,amphibische Operation,amfibi operasyon,上陸作戦,operação anfíbia
stage title 0_4,naval warfare,해상전,guerra navale,морская война,guerra naval,guerre navale,Seekrieg,deniz savaşı,海上戦,guerra naval
stage title 0_5,Welcome reinforcements,반가운 지원병력,Benvenuti i rinforzi,Приветствуем подкрепление,Bienvenida la bienvenida a los refuerzos,Bienvenue aux renforts,Willkommen Verstärkung!,Takviye birliklerini memnuniyetle karşılıyoruz.,嬉しい支援兵力,Reforços bem-vindos
stage title 0_6,Strange being,이상한 존재,Essere strano,Странное существо,Ser extraño,Étrange être,Seltsames Wesen,Garip varlık,奇妙な存在,Ser estranho
stage title 0_7,Newman's plan,뉴먼의 계획,Il piano di Newman,План Ньюмана,El plan de Newman,Le plan de Newman,Newmans Plan,Newman'ın planı,ニューマンの計画,Plano de Newman
stage title 0_8,The Appearance of Gulzar,굴자르의 등장,L'apparizione di Gulzar,Появление Гулзара,La aparición de Gulzar,L'apparition de Gulzar,Das Erscheinen von Gulzar,Gulzar'ın Görünümü,グルザルの登場,A Aparição de Gulzar
stage title 0_9,Battle of the supply line,보급로 전투,Battaglia della linea di rifornimento,Битва за линию снабжения,Batalla de la línea de suministro,Bataille de la ligne de ravitaillement,Kampf um die Nachschublinie,İkmal hattı savaşı,普及炉の戦い,Batalha da linha de suprimentos
stage title 0_10,Variables of war,전쟁의 변수,Variabili di guerra,Переменные войны,Variables de la guerra,Variables de la guerre,Kriegsvariablen,Savaşın değişkenleri,戦争の変数,Variáveis ​​da guerra
stage title 0_11,Brook's Secret,브룩의 비밀,Il segreto di Brook,Секрет Брука,El secreto de Brook,Le secret de Brook,Brooks Geheimnis,Brook'un Sırrı,ブルックの秘密,O segredo de Brook
stage title story 0_0,"Around the time Kalan and Newman were fighting their final battle, Adun had to embark on another journey. The existence of the Demon King, whom he had known only as a fable, was real, and now his resurrection was once again just three years away. Adun dispatched Noah to the place where the weapon from the fable lay dormant. However, there were more neutral Orcs there than expected, and they had no intention of letting anyone who entered their territory go alive. Noah requested reinforcements, but those reinforcements were captured by the Orcs.","칼란과 뉴먼이 마지막 전투를 치르고 있을 무렵, 아둔은 또 다른 여정을 시작해야 했다. 그저 우화로만 알고 있던 마왕의 존재가 사실이었고, 지금 그 마왕의 부활이 다시 3년 앞으로 다가왔다. 아둔은 우화속에 등장하는 무기가 잠들어있는 곳으로 노아를 출정시켰다. 하지만 그곳에는 생각보다 많은 중립 부족의 오크가 있었고, 그들은 자신들의 영역에 들어온 그 누구도 살려서 보내줄 생각이 없었다. 노아는 지원 병력을 요청했으나 그 지원 병력은 오크에게 사로잡히고 말았다.","Mentre Kalan e Newman combattevano la loro battaglia finale, Adun dovette intraprendere un altro viaggio. L'esistenza del Re Demone, che aveva conosciuto solo attraverso una leggenda, era reale, e ora la sua resurrezione era di nuovo a soli tre anni di distanza. Adun inviò Noah nel luogo in cui giaceva dormiente l'arma della leggenda. Tuttavia, lì trovarono più Orchi neutrali del previsto, e non avevano alcuna intenzione di lasciare vivo chiunque entrasse nel loro territorio. Noah chiese rinforzi, ma questi furono catturati dagli Orchi.","Примерно в то время, когда Калан и Ньюман сражались в своей последней битве, Адуну пришлось отправиться в очередное путешествие. Существование Короля Демонов, которого он знал лишь как сказку, оказалось реальным, и теперь до его воскрешения оставалось всего три года. Адун отправил Ноя в место, где дремало оружие из сказки. Однако там оказалось больше нейтральных орков, чем ожидалось, и они не собирались отпускать живыми тех, кто вторгнется на их территорию. Ной запросил подкрепление, но это подкрепление было захвачено орками.","Por la época en que Kalan y Newman libraban su batalla final, Adun tuvo que emprender otro viaje. La existencia del Rey Demonio, a quien solo conocía como una leyenda, era real, y ahora su resurrección estaba a tan solo tres años. Adun envió a Noah al lugar donde yacía latente el arma de la leyenda. Sin embargo, allí había más orcos neutrales de lo esperado, y no tenían intención de dejar con vida a nadie que entrara en su territorio. Noah solicitó refuerzos, pero estos fueron capturados por los orcos.","Au moment même où Kalan et Newman livraient leur ultime bataille, Adun dut entreprendre un nouveau voyage. L'existence du Roi Démon, qu'il n'avait connue que comme une légende, était bien réelle, et sa résurrection n'était plus qu'à trois ans. Adun envoya Noé à l'endroit où reposait l'arme légendaire. Cependant, les orques neutres étaient plus nombreux que prévu, et ils n'avaient aucune intention de laisser quiconque pénétrer sur leur territoire en vie. Noé demanda des renforts, mais ceux-ci furent capturés par les orques.","Etwa zur selben Zeit, als Kalan und Newman ihren letzten Kampf ausfochten, musste Adun erneut aufbrechen. Die Existenz des Dämonenkönigs, den er bisher nur aus einer Legende kannte, war nun Realität, und seine Wiederauferstehung stand kurz bevor. Adun entsandte Noah zu dem Ort, an dem die Waffe aus der Legende schlummerte. Dort befanden sich jedoch mehr neutrale Orks als erwartet, und sie hatten nicht die Absicht, jemanden, der ihr Gebiet betrat, lebend entkommen zu lassen. Noah forderte Verstärkung an, doch diese wurde von den Orks gefangen genommen.","Kalan ve Newman son savaşlarını verirken, Adun başka bir yolculuğa çıkmak zorunda kaldı. Sadece bir efsane olarak bildiği Şeytan Kral'ın varlığı gerçekti ve dirilişine yine sadece üç yıl kalmıştı. Adun, Nuh'u efsanedeki silahın uykuda olduğu yere gönderdi. Ancak orada beklenenden daha fazla tarafsız Ork vardı ve bölgelerine giren hiç kimseyi canlı bırakmaya niyetleri yoktu. Nuh takviye kuvvet istedi, ancak bu takviye kuvvetler Orklar tarafından yakalandı.",カランとニューマンが最後の戦いをしている頃、アドンはまた別の旅を始めなければならなかった。ただ寓話だけで知っていた魔王の存在が事実であり、今その魔王の復活が再び3年前に迫ってきた。アドンは寓話の中に登場する武器が眠っている場所にノアを出征した。しかし、そこには思ったより多くの中立部族のオークがあり、彼らは自分たちの領域に入った誰も生かして送るつもりはなかった。ノアは支援兵力を要請したが、その支援兵力はオークに捕らえられてしまった。,"Na mesma época em que Kalan e Newman travavam sua batalha final, Adun teve que embarcar em outra jornada. A existência do Rei Demônio, que ele conhecera apenas como uma fábula, era real, e agora sua ressurreição estava a apenas três anos de distância. Adun enviou Noah ao local onde a arma da fábula jazia adormecida. Contudo, havia mais orcs neutros do que o esperado, e eles não tinham a menor intenção de deixar vivo qualquer um que entrasse em seu território. Noah solicitou reforços, mas estes foram capturados pelos orcs."
